epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,83.8711,1.66502,1.89508,1.41783,0.54097,0.33258,0.25611,0.07462,2.4397,3.51567,2.17667,0.000415896,0.000415896,0.000415896
2,164.989,1.4606,1.20307,1.36014,0.27557,0.34494,0.24727,0.07187,2.57856,3.59796,2.31479,0.000791351,0.000791351,0.000791351
3,242.208,1.39572,1.11715,1.34641,0.26206,0.26896,0.21365,0.06439,2.41109,3.92359,2.23994,0.00112556,0.00112556,0.00112556
4,319.53,1.33335,1.05579,1.30724,0.3333,0.293,0.23988,0.06554,2.65299,3.77946,2.66231,0.00106437,0.00106437,0.00106437
5,396.132,1.2736,0.958,1.29051,0.34409,0.3304,0.24958,0.06621,2.61812,3.69698,2.60178,0.0010025,0.0010025,0.0010025
6,472.851,1.20776,0.91114,1.25107,0.39603,0.32395,0.29895,0.0851,2.59103,3.65624,2.59568,0.000940625,0.000940625,0.000940625
7,549.672,1.19942,0.91245,1.25141,0.33786,0.34345,0.27681,0.07709,2.6004,3.64513,2.63434,0.00087875,0.00087875,0.00087875
8,626.947,1.14181,0.85446,1.21865,0.3595,0.3341,0.29177,0.08124,2.65664,3.46806,2.62709,0.000816875,0.000816875,0.000816875
9,705.523,1.12607,0.82718,1.21098,0.36381,0.32604,0.28688,0.0814,2.62443,3.81804,2.78713,0.000755,0.000755,0.000755
10,785.413,1.10712,0.80338,1.19487,0.36734,0.32991,0.29093,0.08545,2.63763,3.61765,2.71627,0.000693125,0.000693125,0.000693125
11,863.755,1.00706,0.70492,1.14825,0.39213,0.33993,0.31511,0.0912,2.66617,3.77905,2.77462,0.00063125,0.00063125,0.00063125
12,943.328,0.97543,0.67347,1.13115,0.37599,0.3375,0.29905,0.08563,2.66779,3.73216,2.76345,0.000569375,0.000569375,0.000569375
13,1020.39,0.94448,0.65266,1.11353,0.37367,0.35069,0.30303,0.08737,2.70486,3.78018,2.90652,0.0005075,0.0005075,0.0005075
14,1097.21,0.92949,0.64173,1.10488,0.39132,0.35753,0.31897,0.09381,2.68471,3.69561,2.87112,0.000445625,0.000445625,0.000445625
15,1174.31,0.89986,0.62079,1.08827,0.36553,0.33886,0.30519,0.08713,2.68751,3.93887,2.90123,0.00038375,0.00038375,0.00038375
16,1251.01,0.87826,0.60177,1.07545,0.38351,0.33314,0.29974,0.08429,2.75002,3.78031,3.01765,0.000321875,0.000321875,0.000321875
17,1326.18,0.85336,0.57709,1.06271,0.36125,0.33103,0.2922,0.08248,2.75295,4.01862,3.01483,0.00026,0.00026,0.00026
18,1440.15,0.83618,0.56547,1.05485,0.37867,0.33148,0.29998,0.08612,2.75741,3.93154,3.07048,0.000198125,0.000198125,0.000198125
19,1563.59,0.80889,0.55167,1.04007,0.38087,0.33209,0.30307,0.08556,2.76214,3.93513,3.1104,0.00013625,0.00013625,0.00013625
20,1686.54,0.78461,0.5324,1.02874,0.36366,0.32662,0.29279,0.08242,2.78923,4.0425,3.18042,7.4375e-05,7.4375e-05,7.4375e-05
