epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,144.859,1.69082,1.89916,1.58389,0.57972,0.35262,0.30792,0.09,2.45158,3.26258,2.43236,0.000415896,0.000415896,0.000415896
2,285.344,1.48396,1.16944,1.50323,0.40086,0.36154,0.33023,0.09254,2.48743,3.34221,2.52789,0.000791351,0.000791351,0.000791351
3,418.171,1.42855,1.1163,1.45946,0.34917,0.33464,0.30392,0.08749,2.57346,3.24652,2.5842,0.00112556,0.00112556,0.00112556
4,550.004,1.3764,1.02504,1.42887,0.35024,0.32333,0.2943,0.08328,2.62193,3.82339,2.60997,0.00106437,0.00106437,0.00106437
5,681.994,1.29407,0.94321,1.37699,0.36511,0.34261,0.29634,0.08001,2.62471,3.34899,2.76372,0.0010025,0.0010025,0.0010025
6,815.99,1.26177,0.90528,1.35433,0.33097,0.34655,0.28343,0.07475,2.68314,3.71589,2.87895,0.000940625,0.000940625,0.000940625
7,948.07,1.22523,0.88979,1.33945,0.36193,0.34698,0.3021,0.08569,2.61513,3.55158,2.67462,0.00087875,0.00087875,0.00087875
8,1078.68,1.18657,0.84945,1.3124,0.35789,0.32139,0.27807,0.07507,2.7317,3.6735,2.85558,0.000816875,0.000816875,0.000816875
9,1213.26,1.15737,0.81007,1.29175,0.38296,0.33311,0.30448,0.08618,2.66755,3.69291,2.85987,0.000755,0.000755,0.000755
10,1345.57,1.12246,0.7927,1.2684,0.33672,0.32348,0.2769,0.07428,2.74275,3.81455,2.94741,0.000693125,0.000693125,0.000693125
11,1475.86,1.04838,0.70058,1.22632,0.3731,0.34339,0.31162,0.0881,2.69621,3.81069,2.86809,0.00063125,0.00063125,0.00063125
12,1604.06,1.02157,0.67938,1.20966,0.38196,0.34245,0.3123,0.08733,2.71377,3.61666,2.98143,0.000569375,0.000569375,0.000569375
13,1698.22,0.99523,0.65386,1.19404,0.37209,0.33481,0.30312,0.08514,2.73175,3.83192,3.00676,0.0005075,0.0005075,0.0005075
14,1770.93,0.95706,0.64318,1.17095,0.39461,0.34049,0.31856,0.08962,2.74021,3.71794,3.04502,0.000445625,0.000445625,0.000445625
15,1844.22,0.9432,0.6231,1.16027,0.36237,0.34042,0.30225,0.0847,2.71591,4.01345,3.04254,0.00038375,0.00038375,0.00038375
16,1916.62,0.9237,0.60009,1.15157,0.36735,0.35017,0.31363,0.08738,2.75065,3.9024,3.15422,0.000321875,0.000321875,0.000321875
17,1988.83,0.8953,0.58258,1.13635,0.3702,0.33736,0.30377,0.08734,2.74517,3.9878,3.12418,0.00026,0.00026,0.00026
18,2061.77,0.88196,0.57077,1.12333,0.36952,0.33067,0.3004,0.08345,2.73352,4.03762,3.19613,0.000198125,0.000198125,0.000198125
19,2134.67,0.8584,0.56132,1.11325,0.37126,0.32251,0.29275,0.08188,2.75273,4.06284,3.14211,0.00013625,0.00013625,0.00013625
20,2207.24,0.83511,0.54418,1.09924,0.38209,0.31271,0.29164,0.08081,2.76089,4.04099,3.17311,7.4375e-05,7.4375e-05,7.4375e-05
