epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,26.392,2.06888,2.45686,1.14703,0.60614,0.65855,0.62576,0.29983,1.63954,1.29018,1.01905,0.000409605,0.000409605,0.000409605
2,48.5416,1.77954,1.30547,1.03513,0.61324,0.65409,0.62877,0.29161,1.61156,1.13398,0.99028,0.000818091,0.000818091,0.000818091
3,71.5,1.69566,1.14362,1.01518,0.65343,0.67935,0.67003,0.32772,1.58611,1.10298,1.00174,0.00121833,0.00121833,0.00121833
4,94.1947,1.68085,1.12649,1.00292,0.65268,0.71801,0.69534,0.35034,1.63883,1.011,1.01488,0.00121287,0.00121287,0.00121287
5,116.312,1.62189,1.03344,0.99704,0.64502,0.69094,0.65279,0.32592,1.59663,1.08786,0.99982,0.0012005,0.0012005,0.0012005
6,139.605,1.65543,1.24281,0.98707,0.69197,0.74195,0.72598,0.36942,1.5019,0.92989,0.9768,0.00118812,0.00118812,0.00118812
7,162.203,1.59865,1.03142,0.98719,0.68493,0.76812,0.74275,0.37624,1.50844,0.89704,0.98432,0.00117575,0.00117575,0.00117575
8,184.391,1.58518,0.98927,0.98175,0.67109,0.76668,0.72751,0.38072,1.46643,0.93157,0.9666,0.00116337,0.00116337,0.00116337
9,206.978,1.53773,0.95756,0.96481,0.70956,0.77539,0.74087,0.37453,1.51801,0.88497,0.98147,0.001151,0.001151,0.001151
10,228.943,1.50187,0.92363,0.9689,0.65244,0.74022,0.72919,0.37153,1.4708,0.93316,0.96562,0.00113863,0.00113863,0.00113863
11,249.512,1.5315,0.92361,0.96926,0.69656,0.73777,0.74754,0.3887,1.46533,0.89412,0.96009,0.00112625,0.00112625,0.00112625
12,271.38,1.5351,0.96201,0.96534,0.70857,0.75978,0.74904,0.39081,1.45627,0.88906,0.9638,0.00111388,0.00111388,0.00111388
13,292.564,1.51076,0.94132,0.97669,0.69761,0.74865,0.73068,0.3778,1.51472,0.88395,0.98452,0.0011015,0.0011015,0.0011015
14,313.773,1.51567,0.92277,0.96178,0.70614,0.76548,0.732,0.3669,1.50247,0.8985,0.97154,0.00108913,0.00108913,0.00108913
15,336.283,1.47984,0.9011,0.96024,0.69842,0.76511,0.74879,0.38985,1.41898,0.92845,0.95135,0.00107675,0.00107675,0.00107675
16,359.161,1.48971,0.88419,0.95614,0.72328,0.78046,0.77538,0.40884,1.40382,0.8464,0.95465,0.00106437,0.00106437,0.00106437
17,380.999,1.42726,0.87814,0.95317,0.6733,0.79769,0.77246,0.40955,1.39819,0.82659,0.9589,0.001052,0.001052,0.001052
18,403.634,1.46034,0.87553,0.94746,0.71805,0.79556,0.75384,0.4042,1.40919,0.83167,0.95275,0.00103962,0.00103962,0.00103962
19,425.773,1.45676,0.8595,0.96116,0.72586,0.79511,0.78039,0.41579,1.38383,0.82098,0.94759,0.00102725,0.00102725,0.00102725
20,448.445,1.45678,0.86616,0.95184,0.6632,0.78618,0.76698,0.4118,1.39067,0.85167,0.94834,0.00101488,0.00101488,0.00101488
21,470.835,1.41036,0.84532,0.94427,0.73415,0.79786,0.78173,0.41952,1.38504,0.81266,0.94627,0.0010025,0.0010025,0.0010025
22,494.086,1.42551,0.83486,0.94519,0.72222,0.80162,0.78702,0.42301,1.39636,0.80003,0.94883,0.000990125,0.000990125,0.000990125
23,516.48,1.44272,0.88384,0.9426,0.73809,0.78857,0.77658,0.41922,1.43866,0.81951,0.95796,0.00097775,0.00097775,0.00097775
24,539.317,1.4346,0.85361,0.94591,0.75545,0.78827,0.77884,0.41625,1.45838,0.81942,0.96857,0.000965375,0.000965375,0.000965375
25,562.059,1.43208,0.83812,0.94597,0.736,0.78073,0.78794,0.4271,1.37762,0.8054,0.94708,0.000953,0.000953,0.000953
26,585.101,1.43479,0.85567,0.94899,0.73054,0.79809,0.77787,0.42374,1.3948,0.83818,0.94999,0.000940625,0.000940625,0.000940625
27,607.302,1.42233,0.83473,0.93984,0.69777,0.79942,0.78066,0.42706,1.36121,0.82836,0.94255,0.00092825,0.00092825,0.00092825
28,630.189,1.40603,0.836,0.94374,0.73421,0.81978,0.80502,0.44126,1.32985,0.79117,0.93524,0.000915875,0.000915875,0.000915875
29,653.228,1.39166,0.83714,0.93924,0.72585,0.78825,0.7877,0.4342,1.36881,0.78042,0.94636,0.0009035,0.0009035,0.0009035
30,676.057,1.42549,0.8212,0.94346,0.75173,0.79647,0.79926,0.43732,1.37919,0.79598,0.94762,0.000891125,0.000891125,0.000891125
31,698.283,1.36839,0.7839,0.92911,0.72938,0.8141,0.7889,0.43342,1.35658,0.77044,0.94291,0.00087875,0.00087875,0.00087875
32,721.427,1.41946,0.81589,0.94406,0.7172,0.78235,0.7771,0.4118,1.43412,0.85007,0.9485,0.000866375,0.000866375,0.000866375
33,743.663,1.39017,0.81071,0.94328,0.74132,0.78731,0.7764,0.42265,1.41196,0.8048,0.9544,0.000854,0.000854,0.000854
34,767.178,1.43082,0.81732,0.93529,0.72444,0.79915,0.77109,0.41452,1.40225,0.80552,0.95598,0.000841625,0.000841625,0.000841625
35,788.198,1.43144,0.83794,0.94818,0.74918,0.79289,0.79854,0.44275,1.32638,0.77221,0.94174,0.00082925,0.00082925,0.00082925
36,809.265,1.38545,0.80707,0.93381,0.76181,0.80694,0.80548,0.44809,1.38078,0.76122,0.96098,0.000816875,0.000816875,0.000816875
37,830.804,1.39608,0.83578,0.93881,0.75537,0.77592,0.79811,0.44573,1.32407,0.77494,0.93517,0.0008045,0.0008045,0.0008045
38,851.81,1.35394,0.77883,0.9246,0.73625,0.74813,0.76295,0.40368,1.39149,0.83116,0.94502,0.000792125,0.000792125,0.000792125
39,872.302,1.36238,0.79814,0.93046,0.74951,0.81423,0.80494,0.44476,1.3447,0.74957,0.9419,0.00077975,0.00077975,0.00077975
40,895.361,1.39276,0.79147,0.92321,0.75806,0.80649,0.81322,0.45171,1.34711,0.74993,0.93659,0.000767375,0.000767375,0.000767375
41,917.917,1.35662,0.78478,0.92762,0.76383,0.79982,0.81368,0.45238,1.34567,0.74467,0.93831,0.000755,0.000755,0.000755
42,940.263,1.34462,0.75105,0.92225,0.75224,0.82491,0.81037,0.44501,1.38442,0.76503,0.94169,0.000742625,0.000742625,0.000742625
43,962.871,1.33776,0.74262,0.91927,0.75697,0.80998,0.80676,0.43635,1.42326,0.75118,0.95098,0.00073025,0.00073025,0.00073025
44,985.35,1.39076,0.78195,0.93627,0.73642,0.81422,0.79727,0.43627,1.32312,0.76028,0.93788,0.000717875,0.000717875,0.000717875
45,1008.07,1.3269,0.7345,0.922,0.75973,0.8064,0.81615,0.45309,1.34027,0.73883,0.93346,0.0007055,0.0007055,0.0007055
46,1030.68,1.32449,0.72168,0.91971,0.75473,0.82191,0.80826,0.45351,1.3518,0.72181,0.95326,0.000693125,0.000693125,0.000693125
47,1052.97,1.33412,0.74871,0.93263,0.75112,0.80879,0.80157,0.44367,1.39738,0.73126,0.94972,0.00068075,0.00068075,0.00068075
48,1076,1.34411,0.7574,0.91938,0.75002,0.80561,0.79807,0.43888,1.34898,0.73364,0.94192,0.000668375,0.000668375,0.000668375
49,1101.18,1.35326,0.75654,0.92996,0.75898,0.81373,0.80326,0.44031,1.40786,0.75142,0.94671,0.000656,0.000656,0.000656
50,1126.41,1.32033,0.73894,0.92017,0.75468,0.81903,0.80505,0.45363,1.31634,0.73941,0.93629,0.000643625,0.000643625,0.000643625
51,1156.75,1.32082,0.73228,0.92193,0.74729,0.80945,0.81114,0.45025,1.34701,0.76517,0.93891,0.00063125,0.00063125,0.00063125
52,1216.99,1.33118,0.74277,0.92191,0.74326,0.80214,0.79832,0.43677,1.40695,0.77484,0.95351,0.000618875,0.000618875,0.000618875
53,1267.7,1.36795,0.74342,0.92564,0.74555,0.83807,0.79743,0.45053,1.30668,0.73556,0.9304,0.0006065,0.0006065,0.0006065
54,1316.58,1.29483,0.71553,0.92004,0.75974,0.80859,0.81327,0.46196,1.32374,0.73487,0.93283,0.000594125,0.000594125,0.000594125
55,1342.12,1.27285,0.70131,0.91391,0.71934,0.77376,0.7796,0.42985,1.39649,0.79807,0.94714,0.00058175,0.00058175,0.00058175
56,1367.43,1.33456,0.7357,0.91411,0.77297,0.83039,0.83468,0.4805,1.28363,0.70025,0.92754,0.000569375,0.000569375,0.000569375
57,1393.15,1.30436,0.71662,0.91986,0.74708,0.82652,0.81059,0.45721,1.30666,0.72487,0.93299,0.000557,0.000557,0.000557
58,1419.04,1.31983,0.71494,0.91674,0.757,0.82583,0.81012,0.46059,1.31777,0.70723,0.93407,0.000544625,0.000544625,0.000544625
59,1443.24,1.27513,0.68798,0.90504,0.76216,0.82626,0.81858,0.47802,1.27995,0.68295,0.92391,0.00053225,0.00053225,0.00053225
60,1487.96,1.2993,0.68399,0.92048,0.76617,0.81477,0.81963,0.46122,1.33491,0.71617,0.93408,0.000519875,0.000519875,0.000519875
61,1543.46,1.29215,0.67841,0.91131,0.75665,0.82092,0.815,0.46284,1.31714,0.69591,0.92929,0.0005075,0.0005075,0.0005075
62,1584.16,1.29969,0.69098,0.91004,0.78545,0.81703,0.83025,0.4779,1.26995,0.6924,0.92466,0.000495125,0.000495125,0.000495125
63,1610.25,1.25979,0.67869,0.90402,0.78195,0.81786,0.82896,0.47531,1.30176,0.695,0.93325,0.00048275,0.00048275,0.00048275
64,1635.77,1.30815,0.6931,0.91316,0.78105,0.81834,0.83386,0.4812,1.3177,0.68814,0.93488,0.000470375,0.000470375,0.000470375
65,1661.19,1.24145,0.69427,0.90576,0.7606,0.84342,0.83136,0.48134,1.27557,0.67133,0.93015,0.000458,0.000458,0.000458
66,1685.54,1.29076,0.70458,0.91528,0.76919,0.82912,0.82601,0.47856,1.29449,0.67577,0.92856,0.000445625,0.000445625,0.000445625
67,1711.65,1.28521,0.68685,0.91075,0.77035,0.84048,0.83638,0.48607,1.29181,0.67183,0.9338,0.00043325,0.00043325,0.00043325
68,1737.06,1.29011,0.69669,0.9083,0.77636,0.83434,0.83377,0.48711,1.28093,0.66355,0.92451,0.000420875,0.000420875,0.000420875
69,1762.69,1.24754,0.65727,0.90069,0.76648,0.82534,0.82432,0.48283,1.28013,0.68483,0.92893,0.0004085,0.0004085,0.0004085
70,1788.21,1.27158,0.66625,0.90749,0.77052,0.83289,0.82406,0.47825,1.2893,0.67937,0.93535,0.000396125,0.000396125,0.000396125
