epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,78.359,1.49672,2.16838,1.36132,0.58311,0.71895,0.66602,0.37861,1.37789,1.29503,1.28859,0.0033278,0.0033278,0.0033278
2,155.173,1.3746,1.25287,1.31714,0.6953,0.76276,0.72823,0.40884,1.29515,1.11591,1.26018,0.00662816,0.00662816,0.00662816
3,230.982,1.44584,1.31005,1.38482,0.68021,0.68141,0.65767,0.35857,1.45131,1.2943,1.41146,0.00989552,0.00989552,0.00989552
4,310.525,1.46516,1.31552,1.4126,0.69067,0.78284,0.78323,0.42643,1.3199,1.13983,1.34968,0.0098515,0.0098515,0.0098515
5,385.479,1.41272,1.22583,1.40252,0.69679,0.79704,0.76144,0.43185,1.25446,1.09289,1.31527,0.009802,0.009802,0.009802
6,458.334,1.40062,1.17284,1.39788,0.67359,0.788,0.7525,0.41643,1.29541,1.11979,1.30985,0.0097525,0.0097525,0.0097525
7,509.713,1.37401,1.13375,1.37362,0.72356,0.80459,0.78422,0.44785,1.26327,1.03656,1.32131,0.009703,0.009703,0.009703
8,561.08,1.35396,1.11042,1.37109,0.76975,0.82632,0.82631,0.47426,1.23529,0.99255,1.32095,0.0096535,0.0096535,0.0096535
9,612.621,1.34313,1.08094,1.3653,0.78105,0.81052,0.82245,0.47966,1.22404,0.98685,1.29922,0.009604,0.009604,0.009604
10,668.415,1.33271,1.05783,1.36029,0.74662,0.79187,0.80555,0.47043,1.22226,0.9492,1.29212,0.0095545,0.0095545,0.0095545
11,744.161,1.31123,1.04163,1.35128,0.7613,0.80054,0.81332,0.48228,1.20261,0.95431,1.28416,0.009505,0.009505,0.009505
12,819.695,1.30145,1.00744,1.34961,0.79201,0.8417,0.84921,0.49688,1.19057,0.95244,1.29665,0.0094555,0.0094555,0.0094555
13,894.897,1.30017,1.01732,1.337,0.77645,0.81835,0.81278,0.47807,1.21783,0.95649,1.33101,0.009406,0.009406,0.009406
14,969.495,1.29164,0.99892,1.33103,0.78128,0.81872,0.8339,0.50379,1.17913,0.89832,1.29432,0.0093565,0.0093565,0.0093565
15,1044.46,1.29176,0.98822,1.34141,0.77217,0.83911,0.84137,0.51037,1.1839,0.90237,1.28855,0.009307,0.009307,0.009307
16,1119.29,1.27956,0.98009,1.33051,0.7888,0.84609,0.85127,0.50403,1.16884,0.89411,1.27092,0.0092575,0.0092575,0.0092575
17,1194,1.26006,0.95616,1.32966,0.79331,0.84682,0.8635,0.52616,1.17206,0.85592,1.2817,0.009208,0.009208,0.009208
18,1269.03,1.26021,0.95215,1.32905,0.81542,0.83536,0.85969,0.52474,1.16235,0.86483,1.29256,0.0091585,0.0091585,0.0091585
