epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,187.338,0.98643,0.70957,1.16508,0.39823,0.43212,0.38092,0.10894,2.02387,12.4222,2.54515,0.000416183,0.000416183,0.000416183
2,367.835,1.01843,0.73691,1.1819,0.41775,0.42438,0.39028,0.11135,2.01255,11.9947,2.52941,0.000791624,0.000791624,0.000791624
3,544.728,1.0457,0.77179,1.20062,0.41613,0.44941,0.4007,0.12047,1.94816,11.0237,2.38059,0.00112581,0.00112581,0.00112581
4,720.822,1.04469,0.76582,1.19606,0.4205,0.43487,0.39269,0.11523,1.99911,12.1514,2.47847,0.00106437,0.00106437,0.00106437
5,896.835,1.01725,0.74431,1.18177,0.44107,0.42127,0.40008,0.11428,2.01148,12.0459,2.50416,0.0010025,0.0010025,0.0010025
6,1085.26,1.00925,0.73524,1.1702,0.42022,0.41181,0.38348,0.11086,2.01813,12.0199,2.54771,0.000940625,0.000940625,0.000940625
7,1261.05,0.99632,0.72319,1.16718,0.41452,0.42681,0.37429,0.10836,2.0173,11.0946,2.49445,0.00087875,0.00087875,0.00087875
8,1436.56,0.97945,0.70948,1.15656,0.38643,0.42579,0.36114,0.10337,2.04147,14.9204,2.55851,0.000816875,0.000816875,0.000816875
9,1611.46,0.96965,0.69165,1.15397,0.42431,0.42488,0.38275,0.11116,2.03013,12.6842,2.61059,0.000755,0.000755,0.000755
10,1769.48,0.95653,0.68692,1.14402,0.40839,0.41392,0.35939,0.10041,2.09903,13.6439,2.78424,0.000693125,0.000693125,0.000693125
11,1867.83,0.88663,0.60772,1.1041,0.38293,0.43605,0.36283,0.10335,2.04467,13.6453,2.6565,0.00063125,0.00063125,0.00063125
12,1964.99,0.87091,0.59663,1.09712,0.39966,0.41466,0.36564,0.10499,2.06725,13.1038,2.71146,0.000569375,0.000569375,0.000569375
13,2062.52,0.85634,0.58487,1.08736,0.41733,0.41105,0.37495,0.10577,2.07021,12.7594,2.81403,0.0005075,0.0005075,0.0005075
14,2159.63,0.84612,0.57583,1.08025,0.42107,0.41653,0.36647,0.10479,2.0478,13.5773,2.76028,0.000445625,0.000445625,0.000445625
15,2256.52,0.83311,0.56044,1.07193,0.38908,0.43047,0.3589,0.10121,2.07938,14.0658,2.81249,0.00038375,0.00038375,0.00038375
16,2353.26,0.82284,0.55493,1.06987,0.40603,0.4194,0.35212,0.1019,2.06323,14.908,2.85757,0.000321875,0.000321875,0.000321875
17,2450.19,0.81212,0.54175,1.0635,0.38849,0.41976,0.35752,0.10303,2.06565,16.2813,2.84337,0.00026,0.00026,0.00026
18,2546.98,0.79796,0.53613,1.05794,0.38769,0.43312,0.35662,0.10214,2.06172,14.439,2.85154,0.000198125,0.000198125,0.000198125
19,2643.68,0.78642,0.52625,1.04839,0.40487,0.41806,0.35699,0.10105,2.0846,14.3777,2.93388,0.00013625,0.00013625,0.00013625
20,103.616,0.83815,0.58785,1.08025,0.39351,0.41961,0.34437,0.09744,2.07977,15.105,2.94423,7.4375e-05,7.4375e-05,7.4375e-05
