epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,214.355,1.53505,1.82004,1.32497,0.71376,0.76646,0.74813,0.42205,1.3062,1.19964,1.24624,0.00333196,0.00333196,0.00333196
2,420.452,1.48689,1.28226,1.35006,0.69482,0.7922,0.76707,0.43632,1.30466,1.086,1.31899,0.0066323,0.0066323,0.0066323
3,622.693,1.52695,1.35459,1.42635,0.70137,0.78288,0.76131,0.42099,1.34385,1.15171,1.39365,0.00989964,0.00989964,0.00989964
4,823.019,1.53429,1.313,1.4644,0.68287,0.79304,0.75315,0.42442,1.28479,1.1743,1.34722,0.0098515,0.0098515,0.0098515
5,1023.04,1.45476,1.21196,1.44199,0.72609,0.81249,0.78638,0.45962,1.23107,1.06097,1.3505,0.009802,0.009802,0.009802
6,1221.11,1.43883,1.17194,1.43742,0.76032,0.8229,0.82149,0.48865,1.21979,0.99445,1.3384,0.0097525,0.0097525,0.0097525
7,1420.77,1.41114,1.13787,1.42407,0.75481,0.8371,0.82667,0.50093,1.19977,0.96353,1.33367,0.009703,0.009703,0.009703
8,1620.56,1.39658,1.10062,1.41867,0.76833,0.8353,0.82894,0.51025,1.19591,0.9421,1.34058,0.0096535,0.0096535,0.0096535
9,1820.64,1.38822,1.07352,1.42012,0.76089,0.85242,0.82486,0.5107,1.18479,0.93621,1.33913,0.009604,0.009604,0.009604
10,2020.37,1.37793,1.05977,1.4132,0.77997,0.84174,0.83578,0.52002,1.16691,0.91977,1.32322,0.0095545,0.0095545,0.0095545
11,2220.28,1.37244,1.04608,1.4071,0.77667,0.85621,0.83784,0.52462,1.16517,0.90106,1.32786,0.009505,0.009505,0.009505
12,2419.86,1.36328,1.03254,1.41434,0.78643,0.85007,0.8428,0.52796,1.15718,0.88843,1.33519,0.0094555,0.0094555,0.0094555
13,2619.38,1.35709,1.01958,1.41173,0.78884,0.85953,0.84901,0.53403,1.15241,0.87428,1.32622,0.009406,0.009406,0.009406
14,2818.91,1.35158,1.00675,1.41282,0.78948,0.86648,0.85414,0.54019,1.14951,0.86668,1.33204,0.0093565,0.0093565,0.0093565
15,3017.93,1.34229,0.99648,1.40655,0.79018,0.86611,0.85796,0.54241,1.15709,0.86566,1.33593,0.009307,0.009307,0.009307
16,3217.5,1.33867,0.99051,1.41139,0.79668,0.86117,0.85381,0.54104,1.14822,0.85787,1.33075,0.0092575,0.0092575,0.0092575
17,3416.98,1.33276,0.98207,1.40677,0.79016,0.86961,0.85601,0.54366,1.14665,0.85126,1.33498,0.009208,0.009208,0.009208
18,3616.49,1.33593,0.97598,1.40694,0.78333,0.87716,0.85597,0.54636,1.14091,0.85386,1.32784,0.0091585,0.0091585,0.0091585
19,3816.13,1.33372,0.97496,1.40703,0.78477,0.8751,0.8555,0.54616,1.14209,0.85297,1.3313,0.009109,0.009109,0.009109
20,4012.76,1.31799,0.96127,1.39632,0.78854,0.87616,0.85376,0.54682,1.14166,0.84856,1.33312,0.0090595,0.0090595,0.0090595
21,4212.54,1.32473,0.95259,1.40079,0.78765,0.87651,0.85344,0.54743,1.14451,0.84525,1.33504,0.00901,0.00901,0.00901
22,4412.05,1.32661,0.95478,1.40936,0.78975,0.87693,0.85517,0.54816,1.14442,0.83868,1.33658,0.0089605,0.0089605,0.0089605
23,4611.45,1.31973,0.94328,1.40176,0.78814,0.87884,0.85666,0.54994,1.14208,0.83672,1.33446,0.008911,0.008911,0.008911
24,4810.99,1.32073,0.93826,1.40956,0.78886,0.87867,0.85937,0.55179,1.14137,0.83144,1.33477,0.0088615,0.0088615,0.0088615
25,5010.22,1.31776,0.93339,1.40645,0.78709,0.88275,0.86043,0.55272,1.14139,0.83026,1.33469,0.008812,0.008812,0.008812
26,5209.77,1.31134,0.92083,1.40512,0.7872,0.88261,0.86044,0.55296,1.14102,0.82883,1.33573,0.0087625,0.0087625,0.0087625
27,5409.01,1.30765,0.91928,1.39696,0.78744,0.88172,0.85984,0.55362,1.14006,0.827,1.33511,0.008713,0.008713,0.008713
28,5608.86,1.31498,0.91757,1.40102,0.78797,0.88341,0.8604,0.55418,1.13938,0.8249,1.33451,0.0086635,0.0086635,0.0086635
29,5808.21,1.3032,0.9097,1.40193,0.78773,0.88335,0.86057,0.55451,1.13784,0.8257,1.33265,0.008614,0.008614,0.008614
30,6008.02,1.30361,0.90797,1.40046,0.78609,0.88447,0.8599,0.55466,1.13759,0.8241,1.33283,0.0085645,0.0085645,0.0085645
31,6207.68,1.29961,0.88968,1.40068,0.78572,0.8845,0.86068,0.55527,1.13818,0.82202,1.33379,0.008515,0.008515,0.008515
32,6407.21,1.29457,0.89419,1.39408,0.78619,0.88401,0.86027,0.55565,1.13787,0.82053,1.33351,0.0084655,0.0084655,0.0084655
33,6606.53,1.30274,0.88571,1.40036,0.78718,0.88597,0.86045,0.55607,1.13789,0.8193,1.33377,0.008416,0.008416,0.008416
34,6803.38,1.30083,0.89139,1.40483,0.78855,0.88533,0.86056,0.55671,1.13789,0.81923,1.33374,0.0083665,0.0083665,0.0083665
35,7002.21,1.29467,0.89411,1.39759,0.78917,0.8854,0.86095,0.55714,1.13807,0.81794,1.33398,0.008317,0.008317,0.008317
36,7201.47,1.28761,0.87949,1.39341,0.78898,0.88516,0.86137,0.5573,1.13841,0.81581,1.33492,0.0082675,0.0082675,0.0082675
37,7400.67,1.29758,0.87604,1.40171,0.7899,0.88372,0.86175,0.55815,1.13895,0.81373,1.33556,0.008218,0.008218,0.008218
38,7600.17,1.29119,0.87226,1.39604,0.7901,0.88519,0.86293,0.55871,1.13958,0.8112,1.33646,0.0081685,0.0081685,0.0081685
