epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,106.063,1.1527,0.80154,1.25947,0.39272,0.40622,0.35461,0.10038,2.8259,5.75087,2.89156,0.00041617,0.00041617,0.00041617
2,206.656,1.1783,0.81995,1.26958,0.39437,0.42163,0.38261,0.1135,2.88929,8.3315,2.78431,0.000791611,0.000791611,0.000791611
3,303.226,1.18699,0.8245,1.27544,0.39668,0.4479,0.37766,0.11304,2.7867,8.20116,2.54291,0.0011258,0.0011258,0.0011258
4,399.762,1.18351,0.83088,1.2734,0.37811,0.41471,0.35241,0.09999,2.23647,11.0041,2.56548,0.00106437,0.00106437,0.00106437
5,497.554,1.15562,0.7919,1.25367,0.41175,0.3992,0.37517,0.10801,2.65224,9.73419,2.66905,0.0010025,0.0010025,0.0010025
6,594.454,1.1411,0.7844,1.24565,0.37097,0.3974,0.34182,0.09721,2.2715,11.1729,2.61776,0.000940625,0.000940625,0.000940625
7,691.593,1.11244,0.76067,1.22813,0.40037,0.38762,0.35918,0.10234,2.59982,14.33,2.73739,0.00087875,0.00087875,0.00087875
8,787.812,1.09423,0.73444,1.22186,0.38858,0.41396,0.37033,0.10811,2.7518,12.4634,2.88375,0.000816875,0.000816875,0.000816875
9,919.809,1.07767,0.72438,1.21005,0.39575,0.42114,0.35941,0.10355,2.48888,10.9163,2.78169,0.000755,0.000755,0.000755
10,176.046,1.0871,0.73624,1.24598,0.38109,0.42255,0.36307,0.10581,2.06523,11.0489,2.62002,0.000693125,0.000693125,0.000693125
11,350.355,1.01481,0.64374,1.21049,0.41239,0.39611,0.36144,0.1069,2.04909,8.88865,2.66609,0.00063125,0.00063125,0.00063125
12,521.335,0.99661,0.62503,1.2,0.41357,0.40409,0.37335,0.10878,2.06709,9.63144,2.63758,0.000569375,0.000569375,0.000569375
13,692.828,0.98885,0.61469,1.1921,0.39377,0.41693,0.36522,0.10268,2.08868,12.4387,2.72888,0.0005075,0.0005075,0.0005075
14,864.255,0.96124,0.60119,1.17953,0.40384,0.3998,0.36724,0.10503,2.07826,11.3167,2.73995,0.000445625,0.000445625,0.000445625
15,1036.66,0.94966,0.59233,1.17066,0.39185,0.40731,0.3606,0.10403,2.08418,12.3385,2.78561,0.00038375,0.00038375,0.00038375
16,1151.42,0.93429,0.57406,1.15877,0.39446,0.40973,0.36177,0.10466,2.07974,11.1863,2.79918,0.000321875,0.000321875,0.000321875
17,1247.35,0.92001,0.56646,1.15357,0.37705,0.41496,0.35211,0.10053,2.09853,12.8033,2.86561,0.00026,0.00026,0.00026
18,1343.36,0.90228,0.55176,1.14392,0.39588,0.40615,0.3625,0.10474,2.10008,11.9064,2.85782,0.000198125,0.000198125,0.000198125
19,1439.27,0.89006,0.54196,1.13544,0.38983,0.40412,0.35545,0.10064,2.11093,13.0209,2.91283,0.00013625,0.00013625,0.00013625
20,1535.52,0.87057,0.53291,1.12558,0.37986,0.40509,0.35284,0.10164,2.10455,12.8269,2.92366,7.4375e-05,7.4375e-05,7.4375e-05
