epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,102.315,1.0714,0.74755,1.21475,0.38003,0.40234,0.35501,0.1029,2.59352,10.8201,2.72395,0.000416172,0.000416172,0.000416172
2,201.328,1.11589,0.78206,1.2355,0.40019,0.40312,0.36632,0.10265,2.09401,13.1053,2.51717,0.000791613,0.000791613,0.000791613
3,298.043,1.12938,0.80693,1.24367,0.3939,0.43543,0.37251,0.10845,2.10792,8.40825,2.29771,0.0011258,0.0011258,0.0011258
4,395.056,1.12873,0.80074,1.24368,0.42474,0.42714,0.38577,0.1088,2.02555,11.5902,2.47899,0.00106437,0.00106437,0.00106437
5,583.204,1.11535,0.78729,1.23821,0.39386,0.41583,0.36484,0.10555,2.04215,11.1555,2.47743,0.0010025,0.0010025,0.0010025
6,795.93,1.09716,0.77756,1.22246,0.40019,0.4052,0.3635,0.1068,2.03406,13.9959,2.55581,0.000940625,0.000940625,0.000940625
7,1008.15,1.07281,0.75761,1.20908,0.37079,0.39679,0.3402,0.09947,2.06359,11.1676,2.55775,0.00087875,0.00087875,0.00087875
8,1220.75,1.05242,0.73774,1.20054,0.42215,0.40769,0.36479,0.10212,2.09622,9.36256,2.66042,0.000816875,0.000816875,0.000816875
9,1432.95,1.04411,0.72688,1.1921,0.3972,0.4002,0.35236,0.10095,2.07662,10.5766,2.59279,0.000755,0.000755,0.000755
10,1646.17,1.02916,0.7122,1.19023,0.38245,0.40521,0.34247,0.09642,2.08784,12.7035,2.62433,0.000693125,0.000693125,0.000693125
11,1857.96,0.9518,0.63668,1.14116,0.41387,0.40519,0.36471,0.10363,2.09337,9.22873,2.70434,0.00063125,0.00063125,0.00063125
12,2067.43,0.94311,0.62399,1.13708,0.3743,0.41782,0.35696,0.10168,2.07632,12.716,2.67346,0.000569375,0.000569375,0.000569375
13,2279.01,0.92865,0.6151,1.12932,0.38011,0.40848,0.34668,0.10035,2.08551,15.2198,2.76371,0.0005075,0.0005075,0.0005075
14,2488.93,0.91017,0.59976,1.11807,0.36869,0.41351,0.35135,0.10273,2.08217,14.2278,2.77076,0.000445625,0.000445625,0.000445625
15,2697.6,0.89145,0.58751,1.10732,0.38535,0.42053,0.35814,0.1031,2.08081,12.708,2.76798,0.00038375,0.00038375,0.00038375
16,2906.62,0.87795,0.57351,1.10215,0.38017,0.41607,0.35125,0.10109,2.08974,14.8482,2.82684,0.000321875,0.000321875,0.000321875
17,3115.06,0.86559,0.56269,1.09206,0.37573,0.41493,0.34701,0.09978,2.09552,14.7063,2.84037,0.00026,0.00026,0.00026
18,3324.46,0.8536,0.55001,1.08828,0.39659,0.40809,0.35824,0.10255,2.08757,13.0953,2.83965,0.000198125,0.000198125,0.000198125
19,3531.73,0.83755,0.54598,1.07779,0.39155,0.40877,0.35275,0.10098,2.10034,13.0311,2.89108,0.00013625,0.00013625,0.00013625
20,3738.33,0.82507,0.53238,1.07444,0.38211,0.41646,0.35007,0.10024,2.10176,14.1888,2.91394,7.4375e-05,7.4375e-05,7.4375e-05
