epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.2959,2.06888,2.45686,1.14703,0.60614,0.65855,0.62576,0.29983,1.63954,1.29018,1.01905,0.000409605,0.000409605,0.000409605
2,36.9846,1.77518,1.3029,1.03495,0.62071,0.65043,0.63645,0.30072,1.61001,1.13849,0.99414,0.000822181,0.000822181,0.000822181
3,55.1662,1.70731,1.12473,1.02148,0.67493,0.61607,0.63229,0.30751,1.61212,1.11263,1.01676,0.00123063,0.00123063,0.00123063
4,72.823,1.67707,1.12118,1.0046,0.50467,0.72097,0.68694,0.32035,1.75409,1.42864,1.03421,0.00123144,0.00123144,0.00123144
5,90.2251,1.62717,1.03172,0.99645,0.8156,0.60944,0.68911,0.34868,1.55327,1.04186,0.98768,0.00122525,0.00122525,0.00122525
6,108.039,1.65437,1.39101,0.98928,0.71741,0.73508,0.73216,0.36643,1.53735,0.96384,0.97906,0.00121906,0.00121906,0.00121906
7,125.619,1.59356,1.05081,0.98494,0.67315,0.71966,0.69537,0.34642,1.56659,0.99259,0.99248,0.00121287,0.00121287,0.00121287
8,142.887,1.59987,1.01267,0.9859,0.65315,0.75018,0.7265,0.37431,1.47157,0.91449,0.96907,0.00120669,0.00120669,0.00120669
9,160.527,1.54486,0.95744,0.96708,0.72311,0.74012,0.72001,0.36864,1.5195,0.91458,0.97819,0.0012005,0.0012005,0.0012005
10,178.807,1.49792,0.92639,0.96946,0.65826,0.74849,0.72601,0.36958,1.48323,0.94286,0.9725,0.00119431,0.00119431,0.00119431
11,196.168,1.54285,0.92934,0.97263,0.73272,0.75356,0.74844,0.3868,1.43277,0.89278,0.95668,0.00118812,0.00118812,0.00118812
12,214.034,1.5462,0.96569,0.96916,0.67814,0.79209,0.73975,0.38537,1.45255,0.93769,0.9655,0.00118194,0.00118194,0.00118194
13,230.708,1.51197,0.93079,0.97665,0.70501,0.78406,0.74942,0.39024,1.48026,0.86049,0.97631,0.00117575,0.00117575,0.00117575
14,248.548,1.51167,0.93026,0.96096,0.69043,0.72472,0.70844,0.35691,1.50417,0.97516,0.97448,0.00116956,0.00116956,0.00116956
15,265.792,1.48912,0.90579,0.96079,0.70308,0.76678,0.75384,0.39852,1.39098,0.8674,0.94612,0.00116337,0.00116337,0.00116337
16,280.911,1.49678,0.89674,0.95766,0.70885,0.79064,0.76653,0.39987,1.42023,0.87949,0.96012,0.00115719,0.00115719,0.00115719
17,295.998,1.45264,0.90252,0.95926,0.72235,0.79493,0.76591,0.39968,1.40772,0.82558,0.96142,0.001151,0.001151,0.001151
18,310.832,1.44993,0.87151,0.94747,0.69768,0.78664,0.75232,0.40047,1.42479,0.84575,0.95676,0.00114481,0.00114481,0.00114481
19,325.702,1.45519,0.87886,0.96186,0.73672,0.78664,0.77725,0.41793,1.40533,0.8059,0.95413,0.00113863,0.00113863,0.00113863
20,341.267,1.47565,0.87839,0.95537,0.68208,0.79688,0.77315,0.40646,1.36004,0.84683,0.94375,0.00113244,0.00113244,0.00113244
21,355.704,1.43301,0.85685,0.94994,0.71435,0.78247,0.74402,0.39537,1.40287,0.86344,0.94786,0.00112625,0.00112625,0.00112625
22,370.863,1.43644,0.83179,0.94859,0.69367,0.76949,0.76355,0.40694,1.3714,0.82192,0.94383,0.00112006,0.00112006,0.00112006
23,386.205,1.44856,0.88371,0.94437,0.72107,0.80598,0.7663,0.40884,1.44099,0.79641,0.96035,0.00111388,0.00111388,0.00111388
24,401.523,1.45595,0.87033,0.94818,0.73512,0.78508,0.77447,0.39513,1.53351,0.84282,0.97681,0.00110769,0.00110769,0.00110769
25,416.907,1.4477,0.84429,0.95089,0.74026,0.79437,0.78999,0.42873,1.36356,0.80582,0.94851,0.0011015,0.0011015,0.0011015
26,432.062,1.44061,0.84443,0.95197,0.74381,0.77273,0.77101,0.40955,1.4086,0.81684,0.95241,0.00109531,0.00109531,0.00109531
27,449.954,1.43244,0.855,0.94154,0.70248,0.77725,0.77333,0.41702,1.37309,0.84155,0.94403,0.00108913,0.00108913,0.00108913
28,466.991,1.41278,0.84102,0.94657,0.71633,0.81069,0.78408,0.42898,1.35402,0.77912,0.9454,0.00108294,0.00108294,0.00108294
29,484.758,1.39811,0.83347,0.94164,0.69414,0.80509,0.76891,0.41707,1.39246,0.79989,0.95886,0.00107675,0.00107675,0.00107675
30,502.442,1.42914,0.82801,0.94513,0.74116,0.79509,0.79336,0.42894,1.39071,0.78941,0.95079,0.00107056,0.00107056,0.00107056
31,519.55,1.37993,0.79158,0.93191,0.73851,0.81281,0.79162,0.4281,1.39489,0.76614,0.9499,0.00106437,0.00106437,0.00106437
32,537.864,1.43971,0.82182,0.94847,0.72915,0.77366,0.77983,0.41638,1.37843,0.80741,0.94675,0.00105819,0.00105819,0.00105819
33,555.344,1.43539,0.82449,0.95223,0.75631,0.77244,0.77815,0.40743,1.47603,0.84297,0.96863,0.001052,0.001052,0.001052
34,573.467,1.45851,0.84527,0.93951,0.72284,0.79532,0.76862,0.40806,1.43317,0.83931,0.9583,0.00104581,0.00104581,0.00104581
35,590.905,1.45693,0.85044,0.95809,0.74796,0.74987,0.7705,0.41075,1.38288,0.84658,0.94723,0.00103962,0.00103962,0.00103962
36,608.655,1.40218,0.83761,0.93895,0.73957,0.79525,0.78862,0.435,1.37501,0.80837,0.95604,0.00103344,0.00103344,0.00103344
37,626.136,1.41518,0.8587,0.94301,0.75069,0.76941,0.77223,0.42096,1.35944,0.78692,0.94183,0.00102725,0.00102725,0.00102725
38,643.962,1.36383,0.80204,0.92787,0.69398,0.73947,0.72493,0.38138,1.39809,0.8107,0.94572,0.00102106,0.00102106,0.00102106
39,661.429,1.38256,0.81246,0.93409,0.74539,0.80467,0.7966,0.43506,1.36584,0.75628,0.95113,0.00101488,0.00101488,0.00101488
40,679.392,1.43872,0.81447,0.93111,0.75653,0.79052,0.79498,0.43133,1.39103,0.77934,0.94204,0.00100869,0.00100869,0.00100869
