epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,156.745,1.53597,1.70954,1.35285,0.72299,0.79392,0.78541,0.45322,1.28377,1.00362,1.26762,0.00333129,0.00333129,0.00333129
2,306.358,1.44694,1.18878,1.34245,0.68411,0.7958,0.77225,0.43056,1.33934,1.18793,1.31532,0.00659864,0.00659864,0.00659864
3,452.599,1.4912,1.2537,1.41068,0.66516,0.78361,0.75851,0.4279,1.34575,1.08992,1.37592,0.0098,0.0098,0.0098
4,598.306,1.49592,1.23941,1.43513,0.71743,0.79128,0.78688,0.45166,1.27567,1.06911,1.34393,0.009703,0.009703,0.009703
5,743.108,1.45012,1.1581,1.42557,0.78396,0.82202,0.8406,0.48977,1.26777,0.9909,1.385,0.009604,0.009604,0.009604
6,888.354,1.41734,1.09776,1.42635,0.77936,0.82246,0.83896,0.50152,1.23613,0.95921,1.3623,0.009505,0.009505,0.009505
7,1033.48,1.39606,1.0645,1.40669,0.77141,0.84176,0.83682,0.50637,1.22351,0.93506,1.34513,0.009406,0.009406,0.009406
8,1177.9,1.38895,1.03145,1.41616,0.78774,0.85813,0.85258,0.52025,1.23663,0.90088,1.37172,0.009307,0.009307,0.009307
9,1323.26,1.3732,1.02465,1.40373,0.78832,0.8557,0.84249,0.51088,1.21764,0.91262,1.36054,0.009208,0.009208,0.009208
10,1468,1.35897,0.99804,1.40462,0.80042,0.86876,0.85664,0.53315,1.20092,0.86654,1.34383,0.009109,0.009109,0.009109
11,1612.73,1.34812,0.98413,1.39517,0.79527,0.86833,0.86024,0.53488,1.19955,0.85476,1.35266,0.00901,0.00901,0.00901
12,1758.77,1.34559,0.97282,1.39709,0.80485,0.86482,0.86439,0.54132,1.20638,0.83007,1.35967,0.008911,0.008911,0.008911
13,1902.9,1.33729,0.95923,1.39627,0.81481,0.87655,0.87085,0.54517,1.20746,0.81517,1.36765,0.008812,0.008812,0.008812
14,2049.07,1.32842,0.93574,1.38928,0.8133,0.87494,0.87608,0.55387,1.18717,0.80552,1.36728,0.008713,0.008713,0.008713
15,2194.7,1.3229,0.94055,1.39158,0.80975,0.87279,0.86559,0.54811,1.1709,0.82324,1.33439,0.008614,0.008614,0.008614
16,2340.59,1.31866,0.92694,1.38509,0.81127,0.88066,0.87519,0.55826,1.17504,0.79343,1.34896,0.008515,0.008515,0.008515
17,2485.54,1.31277,0.92245,1.39301,0.81633,0.88122,0.87438,0.56079,1.16996,0.79543,1.35664,0.008416,0.008416,0.008416
18,2630.1,1.30636,0.9099,1.38275,0.81537,0.88574,0.87596,0.55909,1.17426,0.79076,1.35042,0.008317,0.008317,0.008317
19,2774.56,1.30465,0.89225,1.38472,0.8207,0.88229,0.87978,0.5641,1.17481,0.77098,1.35765,0.008218,0.008218,0.008218
